grado_celcius,grado_fahrenheit,grado_kelvin
-54260,-97636,-53986.85
-54255,-97627,-53981.85
-54250,-97618,-53976.85
-54245,-97609,-53971.85
-54240,-97600,-53966.85
-54235,-97591,-53961.85
-54230,-97582,-53956.85
-54225,-97573,-53951.85
-54220,-97564,-53946.85
-54215,-97555,-53941.85
-54210,-97546,-53936.85
-54205,-97537,-53931.85
-54200,-97528,-53926.85
-54195,-97519,-53921.85
-54190,-97510,-53916.85
-54185,-97501,-53911.85
-54180,-97492,-53906.85
-54175,-97483,-53901.85
-54170,-97474,-53896.85
-54165,-97465,-53891.85
-54160,-97456,-53886.85
-54155,-97447,-53881.85
-54150,-97438,-53876.85
-54145,-97429,-53871.85
-54140,-97420,-53866.85
-54135,-97411,-53861.85
-54130,-97402,-53856.85
-54125,-97393,-53851.85
-54120,-97384,-53846.85
-54115,-97375,-53841.85
-54110,-97366,-53836.85
-54105,-97357,-53831.85
-54100,-97348,-53826.85
-54095,-97339,-53821.85
-54090,-97330,-53816.85
-54085,-97321,-53811.85
-54080,-97312,-53806.85
-54075,-97303,-53801.85
-54070,-97294,-53796.85
-54065,-97285,-53791.85
-54060,-97276,-53786.85
-54055,-97267,-53781.85
-54050,-97258,-53776.85
-54045,-97249,-53771.85
-54040,-97240,-53766.85
-54035,-97231,-53761.85
-54030,-97222,-53756.85
-54025,-97213,-53751.85
-54020,-97204,-53746.85
-54015,-97195,-53741.85
-54010,-97186,-53736.85
-54005,-97177,-53731.85
-54000,-97168,-53726.85
-53995,-97159,-53721.85
-53990,-97150,-53716.85
-53985,-97141,-53711.85
-53980,-97132,-53706.85
-53975,-97123,-53701.85
-53970,-97114,-53696.85
-53965,-97105,-53691.85
-53960,-97096,-53686.85
-53955,-97087,-53681.85
-53950,-97078,-53676.85
-53945,-97069,-53671.85
-53940,-97060,-53666.85
-53935,-97051,-53661.85
-53930,-97042,-53656.85
-53925,-97033,-53651.85
-53920,-97024,-53646.85
-53915,-97015,-53641.85
-53910,-97006,-53636.85
-53905,-96997,-53631.85
-53900,-96988,-53626.85
-53895,-96979,-53621.85
-53890,-96970,-53616.85
-53885,-96961,-53611.85
-53880,-96952,-53606.85
-53875,-96943,-53601.85
-53870,-96934,-53596.85
-53865,-96925,-53591.85
-53860,-96916,-53586.85
-53855,-96907,-53581.85
-53850,-96898,-53576.85
-53845,-96889,-53571.85
-53840,-96880,-53566.85
-53835,-96871,-53561.85
-53830,-96862,-53556.85
-53825,-96853,-53551.85
-53820,-96844,-53546.85
-53815,-96835,-53541.85
-53810,-96826,-53536.85
-53805,-96817,-53531.85
-53800,-96808,-53526.85
-53795,-96799,-53521.85
-53790,-96790,-53516.85
-53785,-96781,-53511.85
-53780,-96772,-53506.85
-53775,-96763,-53501.85
-53770,-96754,-53496.85
-53765,-96745,-53491.85
-53760,-96736,-53486.85
-53755,-96727,-53481.85
-53750,-96718,-53476.85
-53745,-96709,-53471.85
-53740,-96700,-53466.85
-53735,-96691,-53461.85
-53730,-96682,-53456.85
-53725,-96673,-53451.85
-53720,-96664,-53446.85
-53715,-96655,-53441.85
-53710,-96646,-53436.85
-53705,-96637,-53431.85
-53700,-96628,-53426.85
-53695,-96619,-53421.85
-53690,-96610,-53416.85
-53685,-96601,-53411.85
-53680,-96592,-53406.85
-53675,-96583,-53401.85
-53670,-96574,-53396.85
-53665,-96565,-53391.85
-53660,-96556,-53386.85
-53655,-96547,-53381.85
-53650,-96538,-53376.85
-53645,-96529,-53371.85
-53640,-96520,-53366.85
-53635,-96511,-53361.85
-53630,-96502,-53356.85
-53625,-96493,-53351.85
-53620,-96484,-53346.85
-53615,-96475,-53341.85
-53610,-96466,-53336.85
-53605,-96457,-53331.85
-53600,-96448,-53326.85
-53595,-96439,-53321.85
-53590,-96430,-53316.85
-53585,-96421,-53311.85
-53580,-96412,-53306.85
-53575,-96403,-53301.85
-53570,-96394,-53296.85
-53565,-96385,-53291.85
-53560,-96376,-53286.85
-53555,-96367,-53281.85
-53550,-96358,-53276.85
-53545,-96349,-53271.85
-53540,-96340,-53266.85
-53535,-96331,-53261.85
-53530,-96322,-53256.85
-53525,-96313,-53251.85
-53520,-96304,-53246.85
-53515,-96295,-53241.85
-53510,-96286,-53236.85
-53505,-96277,-53231.85
-53500,-96268,-53226.85
-53495,-96259,-53221.85
-53490,-96250,-53216.85
-53485,-96241,-53211.85
-53480,-96232,-53206.85
-53475,-96223,-53201.85
-53470,-96214,-53196.85
-53465,-96205,-53191.85
-53460,-96196,-53186.85
-53455,-96187,-53181.85
-53450,-96178,-53176.85
-53445,-96169,-53171.85
-53440,-96160,-53166.85
-53435,-96151,-53161.85
-53430,-96142,-53156.85
-53425,-96133,-53151.85
-53420,-96124,-53146.85
-53415,-96115,-53141.85
-53410,-96106,-53136.85
-53405,-96097,-53131.85
-53400,-96088,-53126.85
-53395,-96079,-53121.85
-53390,-96070,-53116.85
-53385,-96061,-53111.85
-53380,-96052,-53106.85
-53375,-96043,-53101.85
-53370,-96034,-53096.85
-53365,-96025,-53091.85
-53360,-96016,-53086.85
-53355,-96007,-53081.85
-53350,-95998,-53076.85
-53345,-95989,-53071.85
-53340,-95980,-53066.85
-53335,-95971,-53061.85
-53330,-95962,-53056.85
-53325,-95953,-53051.85
-53320,-95944,-53046.85
-53315,-95935,-53041.85
-53310,-95926,-53036.85
-53305,-95917,-53031.85
-53300,-95908,-53026.85
-53295,-95899,-53021.85
-53290,-95890,-53016.85
-53285,-95881,-53011.85
-53280,-95872,-53006.85
-53275,-95863,-53001.85
-53270,-95854,-52996.85
-53265,-95845,-52991.85
-53260,-95836,-52986.85
-53255,-95827,-52981.85
-53250,-95818,-52976.85
-53245,-95809,-52971.85
-53240,-95800,-52966.85
-53235,-95791,-52961.85
-53230,-95782,-52956.85
-53225,-95773,-52951.85
-53220,-95764,-52946.85
-53215,-95755,-52941.85
-53210,-95746,-52936.85
-53205,-95737,-52931.85
-53200,-95728,-52926.85
-53195,-95719,-52921.85
-53190,-95710,-52916.85
-53185,-95701,-52911.85
-53180,-95692,-52906.85
-53175,-95683,-52901.85
-53170,-95674,-52896.85
-53165,-95665,-52891.85
-53160,-95656,-52886.85
-53155,-95647,-52881.85
-53150,-95638,-52876.85
-53145,-95629,-52871.85
-53140,-95620,-52866.85
-53135,-95611,-52861.85
-53130,-95602,-52856.85
-53125,-95593,-52851.85
-53120,-95584,-52846.85
-53115,-95575,-52841.85
-53110,-95566,-52836.85
-53105,-95557,-52831.85
-53100,-95548,-52826.85
-53095,-95539,-52821.85
-53090,-95530,-52816.85
-53085,-95521,-52811.85
-53080,-95512,-52806.85
-53075,-95503,-52801.85
-53070,-95494,-52796.85
-53065,-95485,-52791.85
-53060,-95476,-52786.85
-53055,-95467,-52781.85
-53050,-95458,-52776.85
-53045,-95449,-52771.85
-53040,-95440,-52766.85
-53035,-95431,-52761.85
-53030,-95422,-52756.85
-53025,-95413,-52751.85
-53020,-95404,-52746.85
-53015,-95395,-52741.85
-53010,-95386,-52736.85
-53005,-95377,-52731.85
-53000,-95368,-52726.85
-52995,-95359,-52721.85
-52990,-95350,-52716.85
-52985,-95341,-52711.85
-52980,-95332,-52706.85
-52975,-95323,-52701.85
-52970,-95314,-52696.85
-52965,-95305,-52691.85
-52960,-95296,-52686.85
-52955,-95287,-52681.85
-52950,-95278,-52676.85
-52945,-95269,-52671.85
-52940,-95260,-52666.85
-52935,-95251,-52661.85
-52930,-95242,-52656.85
-52925,-95233,-52651.85
-52920,-95224,-52646.85
-52915,-95215,-52641.85
-52910,-95206,-52636.85
-52905,-95197,-52631.85
-52900,-95188,-52626.85
-52895,-95179,-52621.85
-52890,-95170,-52616.85
-52885,-95161,-52611.85
-52880,-95152,-52606.85
-52875,-95143,-52601.85
-52870,-95134,-52596.85
-52865,-95125,-52591.85
-52860,-95116,-52586.85
-52855,-95107,-52581.85
-52850,-95098,-52576.85
-52845,-95089,-52571.85
-52840,-95080,-52566.85
-52835,-95071,-52561.85
-52830,-95062,-52556.85
-52825,-95053,-52551.85
-52820,-95044,-52546.85
-52815,-95035,-52541.85
-52810,-95026,-52536.85
-52805,-95017,-52531.85
-52800,-95008,-52526.85
-52795,-94999,-52521.85
-52790,-94990,-52516.85
-52785,-94981,-52511.85
-52780,-94972,-52506.85
-52775,-94963,-52501.85
-52770,-94954,-52496.85
-52765,-94945,-52491.85
-52760,-94936,-52486.85
-52755,-94927,-52481.85
-52750,-94918,-52476.85
-52745,-94909,-52471.85
-52740,-94900,-52466.85
-52735,-94891,-52461.85
-52730,-94882,-52456.85
-52725,-94873,-52451.85
-52720,-94864,-52446.85
-52715,-94855,-52441.85
-52710,-94846,-52436.85
-52705,-94837,-52431.85
-52700,-94828,-52426.85
-52695,-94819,-52421.85
-52690,-94810,-52416.85
-52685,-94801,-52411.85
-52680,-94792,-52406.85
-52675,-94783,-52401.85
-52670,-94774,-52396.85
-52665,-94765,-52391.85
-52660,-94756,-52386.85
-52655,-94747,-52381.85
-52650,-94738,-52376.85
-52645,-94729,-52371.85
-52640,-94720,-52366.85
-52635,-94711,-52361.85
-52630,-94702,-52356.85
-52625,-94693,-52351.85
-52620,-94684,-52346.85
-52615,-94675,-52341.85
-52610,-94666,-52336.85
-52605,-94657,-52331.85
-52600,-94648,-52326.85
-52595,-94639,-52321.85
-52590,-94630,-52316.85
-52585,-94621,-52311.85
-52580,-94612,-52306.85
-52575,-94603,-52301.85
-52570,-94594,-52296.85
-52565,-94585,-52291.85
-52560,-94576,-52286.85
-52555,-94567,-52281.85
-52550,-94558,-52276.85
-52545,-94549,-52271.85
-52540,-94540,-52266.85
-52535,-94531,-52261.85
-52530,-94522,-52256.85
-52525,-94513,-52251.85
-52520,-94504,-52246.85
-52515,-94495,-52241.85
-52510,-94486,-52236.85
-52505,-94477,-52231.85
-52500,-94468,-52226.85
-52495,-94459,-52221.85
-52490,-94450,-52216.85
-52485,-94441,-52211.85
-52480,-94432,-52206.85
-52475,-94423,-52201.85
-52470,-94414,-52196.85
-52465,-94405,-52191.85
-52460,-94396,-52186.85
-52455,-94387,-52181.85
-52450,-94378,-52176.85
-52445,-94369,-52171.85
-52440,-94360,-52166.85
-52435,-94351,-52161.85
-52430,-94342,-52156.85
-52425,-94333,-52151.85
-52420,-94324,-52146.85
-52415,-94315,-52141.85
-52410,-94306,-52136.85
-52405,-94297,-52131.85
-52400,-94288,-52126.85
-52395,-94279,-52121.85
-52390,-94270,-52116.85
-52385,-94261,-52111.85
-52380,-94252,-52106.85
-52375,-94243,-52101.85
-52370,-94234,-52096.85
-52365,-94225,-52091.85
-52360,-94216,-52086.85
-52355,-94207,-52081.85
-52350,-94198,-52076.85
-52345,-94189,-52071.85
-52340,-94180,-52066.85
-52335,-94171,-52061.85
-52330,-94162,-52056.85
-52325,-94153,-52051.85
-52320,-94144,-52046.85
-52315,-94135,-52041.85
-52310,-94126,-52036.85
-52305,-94117,-52031.85
-52300,-94108,-52026.85
-52295,-94099,-52021.85
-52290,-94090,-52016.85
-52285,-94081,-52011.85
-52280,-94072,-52006.85
-52275,-94063,-52001.85
-52270,-94054,-51996.85
-52265,-94045,-51991.85
-52260,-94036,-51986.85
-52255,-94027,-51981.85
-52250,-94018,-51976.85
-52245,-94009,-51971.85
-52240,-94000,-51966.85
-52235,-93991,-51961.85
-52230,-93982,-51956.85
-52225,-93973,-51951.85
-52220,-93964,-51946.85
-52215,-93955,-51941.85
-52210,-93946,-51936.85
-52205,-93937,-51931.85
-52200,-93928,-51926.85
-52195,-93919,-51921.85
-52190,-93910,-51916.85
-52185,-93901,-51911.85
-52180,-93892,-51906.85
-52175,-93883,-51901.85
-52170,-93874,-51896.85
-52165,-93865,-51891.85
-52160,-93856,-51886.85
-52155,-93847,-51881.85
-52150,-93838,-51876.85
-52145,-93829,-51871.85
-52140,-93820,-51866.85
-52135,-93811,-51861.85
-52130,-93802,-51856.85
-52125,-93793,-51851.85
-52120,-93784,-51846.85
-52115,-93775,-51841.85
-52110,-93766,-51836.85
-52105,-93757,-51831.85
-52100,-93748,-51826.85
-52095,-93739,-51821.85
-52090,-93730,-51816.85
-52085,-93721,-51811.85
-52080,-93712,-51806.85
-52075,-93703,-51801.85
-52070,-93694,-51796.85
-52065,-93685,-51791.85
-52060,-93676,-51786.85
-52055,-93667,-51781.85
-52050,-93658,-51776.85
-52045,-93649,-51771.85
-52040,-93640,-51766.85
-52035,-93631,-51761.85
-52030,-93622,-51756.85
-52025,-93613,-51751.85
-52020,-93604,-51746.85
-52015,-93595,-51741.85
-52010,-93586,-51736.85
-52005,-93577,-51731.85
-52000,-93568,-51726.85
-51995,-93559,-51721.85
-51990,-93550,-51716.85
-51985,-93541,-51711.85
-51980,-93532,-51706.85
-51975,-93523,-51701.85
-51970,-93514,-51696.85
-51965,-93505,-51691.85
-51960,-93496,-51686.85
-51955,-93487,-51681.85
-51950,-93478,-51676.85
-51945,-93469,-51671.85
-51940,-93460,-51666.85
-51935,-93451,-51661.85
-51930,-93442,-51656.85
-51925,-93433,-51651.85
-51920,-93424,-51646.85
-51915,-93415,-51641.85
-51910,-93406,-51636.85
-51905,-93397,-51631.85
-51900,-93388,-51626.85
-51895,-93379,-51621.85
-51890,-93370,-51616.85
-51885,-93361,-51611.85
-51880,-93352,-51606.85
-51875,-93343,-51601.85
-51870,-93334,-51596.85
-51865,-93325,-51591.85
-51860,-93316,-51586.85
-51855,-93307,-51581.85
-51850,-93298,-51576.85
-51845,-93289,-51571.85
-51840,-93280,-51566.85
-51835,-93271,-51561.85
-51830,-93262,-51556.85
-51825,-93253,-51551.85
-51820,-93244,-51546.85
-51815,-93235,-51541.85
-51810,-93226,-51536.85
-51805,-93217,-51531.85
-51800,-93208,-51526.85
-51795,-93199,-51521.85
-51790,-93190,-51516.85
-51785,-93181,-51511.85
-51780,-93172,-51506.85
-51775,-93163,-51501.85
-51770,-93154,-51496.85
-51765,-93145,-51491.85
-51760,-93136,-51486.85
-51755,-93127,-51481.85
-51750,-93118,-51476.85
-51745,-93109,-51471.85
-51740,-93100,-51466.85
-51735,-93091,-51461.85
-51730,-93082,-51456.85
-51725,-93073,-51451.85
-51720,-93064,-51446.85
-51715,-93055,-51441.85
-51710,-93046,-51436.85
-51705,-93037,-51431.85
-51700,-93028,-51426.85
-51695,-93019,-51421.85
-51690,-93010,-51416.85
-51685,-93001,-51411.85
-51680,-92992,-51406.85
-51675,-92983,-51401.85
-51670,-92974,-51396.85
-51665,-92965,-51391.85
-51660,-92956,-51386.85
-51655,-92947,-51381.85
-51650,-92938,-51376.85
-51645,-92929,-51371.85
-51640,-92920,-51366.85
-51635,-92911,-51361.85
-51630,-92902,-51356.85
-51625,-92893,-51351.85
-51620,-92884,-51346.85
-51615,-92875,-51341.85
-51610,-92866,-51336.85
-51605,-92857,-51331.85
-51600,-92848,-51326.85
-51595,-92839,-51321.85
-51590,-92830,-51316.85
-51585,-92821,-51311.85
-51580,-92812,-51306.85
-51575,-92803,-51301.85
-51570,-92794,-51296.85
-51565,-92785,-51291.85
-51560,-92776,-51286.85
-51555,-92767,-51281.85
-51550,-92758,-51276.85
-51545,-92749,-51271.85
-51540,-92740,-51266.85
-51535,-92731,-51261.85
-51530,-92722,-51256.85
-51525,-92713,-51251.85
-51520,-92704,-51246.85
-51515,-92695,-51241.85
-51510,-92686,-51236.85
-51505,-92677,-51231.85
-51500,-92668,-51226.85
-51495,-92659,-51221.85
-51490,-92650,-51216.85
-51485,-92641,-51211.85
-51480,-92632,-51206.85
-51475,-92623,-51201.85
-51470,-92614,-51196.85
-51465,-92605,-51191.85
-51460,-92596,-51186.85
-51455,-92587,-51181.85
-51450,-92578,-51176.85
-51445,-92569,-51171.85
-51440,-92560,-51166.85
-51435,-92551,-51161.85
-51430,-92542,-51156.85
-51425,-92533,-51151.85
-51420,-92524,-51146.85
-51415,-92515,-51141.85
-51410,-92506,-51136.85
-51405,-92497,-51131.85
-51400,-92488,-51126.85
-51395,-92479,-51121.85
-51390,-92470,-51116.85
-51385,-92461,-51111.85
-51380,-92452,-51106.85
-51375,-92443,-51101.85
-51370,-92434,-51096.85
-51365,-92425,-51091.85
-51360,-92416,-51086.85
-51355,-92407,-51081.85
-51350,-92398,-51076.85
-51345,-92389,-51071.85
-51340,-92380,-51066.85
-51335,-92371,-51061.85
-51330,-92362,-51056.85
-51325,-92353,-51051.85
-51320,-92344,-51046.85
-51315,-92335,-51041.85
-51310,-92326,-51036.85
-51305,-92317,-51031.85
-51300,-92308,-51026.85
-51295,-92299,-51021.85
-51290,-92290,-51016.85
-51285,-92281,-51011.85
-51280,-92272,-51006.85
-51275,-92263,-51001.85
-51270,-92254,-50996.85
-51265,-92245,-50991.85
-51260,-92236,-50986.85
-51255,-92227,-50981.85
-51250,-92218,-50976.85
-51245,-92209,-50971.85
-51240,-92200,-50966.85
-51235,-92191,-50961.85
-51230,-92182,-50956.85
-51225,-92173,-50951.85
-51220,-92164,-50946.85
-51215,-92155,-50941.85
-51210,-92146,-50936.85
-51205,-92137,-50931.85
-51200,-92128,-50926.85
-51195,-92119,-50921.85
-51190,-92110,-50916.85
-51185,-92101,-50911.85
-51180,-92092,-50906.85
-51175,-92083,-50901.85
-51170,-92074,-50896.85
-51165,-92065,-50891.85
-51160,-92056,-50886.85
-51155,-92047,-50881.85
-51150,-92038,-50876.85
-51145,-92029,-50871.85
-51140,-92020,-50866.85
-51135,-92011,-50861.85
-51130,-92002,-50856.85
-51125,-91993,-50851.85
-51120,-91984,-50846.85
-51115,-91975,-50841.85
-51110,-91966,-50836.85
-51105,-91957,-50831.85
-51100,-91948,-50826.85
-51095,-91939,-50821.85
-51090,-91930,-50816.85
-51085,-91921,-50811.85
-51080,-91912,-50806.85
-51075,-91903,-50801.85
-51070,-91894,-50796.85
-51065,-91885,-50791.85
-51060,-91876,-50786.85
-51055,-91867,-50781.85
-51050,-91858,-50776.85
-51045,-91849,-50771.85
-51040,-91840,-50766.85
-51035,-91831,-50761.85
-51030,-91822,-50756.85
-51025,-91813,-50751.85
-51020,-91804,-50746.85
-51015,-91795,-50741.85
-51010,-91786,-50736.85
-51005,-91777,-50731.85
-51000,-91768,-50726.85
-50995,-91759,-50721.85
-50990,-91750,-50716.85
-50985,-91741,-50711.85
-50980,-91732,-50706.85
-50975,-91723,-50701.85
-50970,-91714,-50696.85
-50965,-91705,-50691.85
-50960,-91696,-50686.85
-50955,-91687,-50681.85
-50950,-91678,-50676.85
-50945,-91669,-50671.85
-50940,-91660,-50666.85
-50935,-91651,-50661.85
-50930,-91642,-50656.85
-50925,-91633,-50651.85
-50920,-91624,-50646.85
-50915,-91615,-50641.85
-50910,-91606,-50636.85
-50905,-91597,-50631.85
-50900,-91588,-50626.85
-50895,-91579,-50621.85
-50890,-91570,-50616.85
-50885,-91561,-50611.85
-50880,-91552,-50606.85
-50875,-91543,-50601.85
-50870,-91534,-50596.85
-50865,-91525,-50591.85
-50860,-91516,-50586.85
-50855,-91507,-50581.85
-50850,-91498,-50576.85
-50845,-91489,-50571.85
-50840,-91480,-50566.85
-50835,-91471,-50561.85
-50830,-91462,-50556.85
-50825,-91453,-50551.85
-50820,-91444,-50546.85
-50815,-91435,-50541.85
-50810,-91426,-50536.85
-50805,-91417,-50531.85
-50800,-91408,-50526.85
-50795,-91399,-50521.85
-50790,-91390,-50516.85
-50785,-91381,-50511.85
-50780,-91372,-50506.85
-50775,-91363,-50501.85
-50770,-91354,-50496.85
-50765,-91345,-50491.85
-50760,-91336,-50486.85
-50755,-91327,-50481.85
-50750,-91318,-50476.85
-50745,-91309,-50471.85
-50740,-91300,-50466.85
-50735,-91291,-50461.85
-50730,-91282,-50456.85
-50725,-91273,-50451.85
-50720,-91264,-50446.85
-50715,-91255,-50441.85
-50710,-91246,-50436.85
-50705,-91237,-50431.85
-50700,-91228,-50426.85
-50695,-91219,-50421.85
-50690,-91210,-50416.85
-50685,-91201,-50411.85
-50680,-91192,-50406.85
-50675,-91183,-50401.85
-50670,-91174,-50396.85
-50665,-91165,-50391.85
-50660,-91156,-50386.85
-50655,-91147,-50381.85
-50650,-91138,-50376.85
-50645,-91129,-50371.85
-50640,-91120,-50366.85
-50635,-91111,-50361.85
-50630,-91102,-50356.85
-50625,-91093,-50351.85
-50620,-91084,-50346.85
-50615,-91075,-50341.85
-50610,-91066,-50336.85
-50605,-91057,-50331.85
-50600,-91048,-50326.85
-50595,-91039,-50321.85
-50590,-91030,-50316.85
-50585,-91021,-50311.85
-50580,-91012,-50306.85
-50575,-91003,-50301.85
-50570,-90994,-50296.85
-50565,-90985,-50291.85
-50560,-90976,-50286.85
-50555,-90967,-50281.85
-50550,-90958,-50276.85
-50545,-90949,-50271.85
-50540,-90940,-50266.85
-50535,-90931,-50261.85
-50530,-90922,-50256.85
-50525,-90913,-50251.85
-50520,-90904,-50246.85
-50515,-90895,-50241.85
-50510,-90886,-50236.85
-50505,-90877,-50231.85
-50500,-90868,-50226.85
-50495,-90859,-50221.85
-50490,-90850,-50216.85
-50485,-90841,-50211.85
-50480,-90832,-50206.85
-50475,-90823,-50201.85
-50470,-90814,-50196.85
-50465,-90805,-50191.85
-50460,-90796,-50186.85
-50455,-90787,-50181.85
-50450,-90778,-50176.85
-50445,-90769,-50171.85
-50440,-90760,-50166.85
-50435,-90751,-50161.85
-50430,-90742,-50156.85
-50425,-90733,-50151.85
-50420,-90724,-50146.85
-50415,-90715,-50141.85
-50410,-90706,-50136.85
-50405,-90697,-50131.85
-50400,-90688,-50126.85
-50395,-90679,-50121.85
-50390,-90670,-50116.85
-50385,-90661,-50111.85
-50380,-90652,-50106.85
-50375,-90643,-50101.85
-50370,-90634,-50096.85
-50365,-90625,-50091.85
-50360,-90616,-50086.85
-50355,-90607,-50081.85
-50350,-90598,-50076.85
-50345,-90589,-50071.85
-50340,-90580,-50066.85
-50335,-90571,-50061.85
-50330,-90562,-50056.85
-50325,-90553,-50051.85
-50320,-90544,-50046.85
-50315,-90535,-50041.85
-50310,-90526,-50036.85
-50305,-90517,-50031.85
-50300,-90508,-50026.85
-50295,-90499,-50021.85
-50290,-90490,-50016.85
-50285,-90481,-50011.85
-50280,-90472,-50006.85
-50275,-90463,-50001.85
-50270,-90454,-49996.85
-50265,-90445,-49991.85
-50260,-90436,-49986.85
-50255,-90427,-49981.85
-50250,-90418,-49976.85
-50245,-90409,-49971.85
-50240,-90400,-49966.85
-50235,-90391,-49961.85
-50230,-90382,-49956.85
-50225,-90373,-49951.85
-50220,-90364,-49946.85
-50215,-90355,-49941.85
-50210,-90346,-49936.85
-50205,-90337,-49931.85
-50200,-90328,-49926.85
-50195,-90319,-49921.85
-50190,-90310,-49916.85
-50185,-90301,-49911.85
-50180,-90292,-49906.85
-50175,-90283,-49901.85
-50170,-90274,-49896.85
-50165,-90265,-49891.85
-50160,-90256,-49886.85
-50155,-90247,-49881.85
-50150,-90238,-49876.85
-50145,-90229,-49871.85
-50140,-90220,-49866.85
-50135,-90211,-49861.85
-50130,-90202,-49856.85
-50125,-90193,-49851.85
-50120,-90184,-49846.85
-50115,-90175,-49841.85
-50110,-90166,-49836.85
-50105,-90157,-49831.85
-50100,-90148,-49826.85
-50095,-90139,-49821.85
-50090,-90130,-49816.85
-50085,-90121,-49811.85
-50080,-90112,-49806.85
-50075,-90103,-49801.85
-50070,-90094,-49796.85
-50065,-90085,-49791.85
-50060,-90076,-49786.85
-50055,-90067,-49781.85
-50050,-90058,-49776.85
-50045,-90049,-49771.85
-50040,-90040,-49766.85
-50035,-90031,-49761.85
-50030,-90022,-49756.85
